Geo Point;Geo Shape;gid;geom_o;geom_err;typologie;nombre;insee;cdate;mdate
44.8564183,-0.5358983;"{""type"": ""Point"", ""coordinates"": [-0.5358983, 44.8564183]}";1109454806;0;;;4;33119;2019-07-18T00:00:00+02:00;2019-07-18T00:00:00+02:00
44.8573533,-0.5315737;"{""type"": ""Point"", ""coordinates"": [-0.5315737, 44.8573533]}";1109434377;0;;;5;33119;2019-04-04T00:00:00+02:00;2019-04-04T00:00:00+02:00
44.8619988,-0.5196413;"{""type"": ""Point"", ""coordinates"": [-0.5196413, 44.8619988]}";1109474231;0;;;3;33119;2019-12-20T00:00:00+01:00;2019-12-20T00:00:00+01:00
44.8588091,-0.5216821;"{""type"": ""Point"", ""coordinates"": [-0.5216821, 44.8588091]}";1109538565;0;;;6;33119;2020-11-30T00:00:00+01:00;2020-11-30T00:00:00+01:00
44.8207595,-0.5871568;"{""type"": ""Point"", ""coordinates"": [-0.5871568, 44.8207595]}";1109432700;0;;;3;33522;2019-04-04T00:00:00+02:00;2019-04-04T00:00:00+02:00
44.8212146,-0.5830736;"{""type"": ""Point"", ""coordinates"": [-0.5830736, 44.8212146]}";1109449278;0;;;2;33522;2019-07-02T00:00:00+02:00;2019-07-02T00:00:00+02:00
44.824073,-0.5913178;"{""type"": ""Point"", ""coordinates"": [-0.5913178, 44.824073]}";1109505718;0;;;3;33522;2020-06-08T00:00:00+02:00;2020-06-08T00:00:00+02:00
44.8187275,-0.5908766;"{""type"": ""Point"", ""coordinates"": [-0.5908766, 44.8187275]}";1109505734;0;;;3;33522;2020-06-08T00:00:00+02:00;2020-06-08T00:00:00+02:00
44.8178503,-0.5948609;"{""type"": ""Point"", ""coordinates"": [-0.5948609, 44.8178503]}";1109432694;0;;;6;33522;2019-04-04T00:00:00+02:00;2019-04-04T00:00:00+02:00
44.8128567,-0.5908544;"{""type"": ""Point"", ""coordinates"": [-0.5908544, 44.8128567]}";1109523299;0;;;3;33522;2020-07-29T00:00:00+02:00;2020-07-29T00:00:00+02:00
44.806444,-0.5903106;"{""type"": ""Point"", ""coordinates"": [-0.5903106, 44.806444]}";1109044924;0;;;3;33522;2014-12-15T00:00:00+01:00;2014-12-15T00:00:00+01:00
44.7914497,-0.5929548;"{""type"": ""Point"", ""coordinates"": [-0.5929548, 44.7914497]}";1109523217;0;;;3;33522;2020-07-29T00:00:00+02:00;2020-07-29T00:00:00+02:00
44.8185471,-0.5880603;"{""type"": ""Point"", ""coordinates"": [-0.5880603, 44.8185471]}";1109505732;0;;;3;33522;2020-06-08T00:00:00+02:00;2020-06-08T00:00:00+02:00
44.8614042,-0.4896079;"{""type"": ""Point"", ""coordinates"": [-0.4896079, 44.8614042]}";1109434173;0;;;1;33013;2019-04-04T00:00:00+02:00;2019-04-04T00:00:00+02:00
44.85857,-0.4942931;"{""type"": ""Point"", ""coordinates"": [-0.4942931, 44.85857]}";1109434395;0;;;5;33013;2019-04-04T00:00:00+02:00;2019-04-04T00:00:00+02:00
44.9129333,-0.7237259;"{""type"": ""Point"", ""coordinates"": [-0.7237259, 44.9129333]}";1108610849;0;;;5;33376;2013-05-22T00:00:00+02:00;2013-05-22T00:00:00+02:00
44.9128076,-0.7380188;"{""type"": ""Point"", ""coordinates"": [-0.7380188, 44.9128076]}";1109525266;0;;;6;33376;2020-07-29T00:00:00+02:00;2020-07-29T00:00:00+02:00
44.9469457,-0.6068464;"{""type"": ""Point"", ""coordinates"": [-0.6068464, 44.9469457]}";1109434537;0;;;4;33312;2019-04-04T00:00:00+02:00;2019-04-04T00:00:00+02:00
44.9489283,-0.6057571;"{""type"": ""Point"", ""coordinates"": [-0.6057571, 44.9489283]}";1109523029;0;;;8;33312;2020-07-29T00:00:00+02:00;2020-07-29T00:00:00+02:00
44.9487451,-0.6042983;"{""type"": ""Point"", ""coordinates"": [-0.6042983, 44.9487451]}";1109523043;0;;;4;33312;2020-07-29T00:00:00+02:00;2020-07-29T00:00:00+02:00
44.9431006,-0.6073936;"{""type"": ""Point"", ""coordinates"": [-0.6073936, 44.9431006]}";1109523025;0;;;4;33312;2020-07-29T00:00:00+02:00;2020-07-29T00:00:00+02:00
44.8967107,-0.5032334;"{""type"": ""Point"", ""coordinates"": [-0.5032334, 44.8967107]}";1109458861;0;;;2;33096;2019-09-17T00:00:00+02:00;2019-09-17T00:00:00+02:00
44.8997964,-0.4972634;"{""type"": ""Point"", ""coordinates"": [-0.4972634, 44.8997964]}";1109458935;0;;;8;33096;2019-09-17T00:00:00+02:00;2019-09-17T00:00:00+02:00
44.9102756,-0.6768154;"{""type"": ""Point"", ""coordinates"": [-0.6768154, 44.9102756]}";1109362108;0;;;3;33519;2017-10-12T00:00:00+02:00;2017-10-12T00:00:00+02:00
44.9029588,-0.7004605;"{""type"": ""Point"", ""coordinates"": [-0.7004605, 44.9029588]}";1109525268;0;;;4;33519;2020-07-29T00:00:00+02:00;2020-07-29T00:00:00+02:00
44.9028574,-0.7009308;"{""type"": ""Point"", ""coordinates"": [-0.7009308, 44.9028574]}";1109353265;0;;;8;33519;2017-07-20T00:00:00+02:00;2017-07-20T00:00:00+02:00
44.9039779,-0.6682452;"{""type"": ""Point"", ""coordinates"": [-0.6682452, 44.9039779]}";1109419002;0;;;4;33519;2019-01-18T00:00:00+01:00;2019-01-18T00:00:00+01:00
44.9113019,-0.6839538;"{""type"": ""Point"", ""coordinates"": [-0.6839538, 44.9113019]}";1109434523;0;;;2;33519;2019-04-04T00:00:00+02:00;2019-04-04T00:00:00+02:00
44.9031087,-0.7009501;"{""type"": ""Point"", ""coordinates"": [-0.7009501, 44.9031087]}";1109525267;0;;;2;33519;2020-07-29T00:00:00+02:00;2020-07-29T00:00:00+02:00
44.9062068,-0.6695419;"{""type"": ""Point"", ""coordinates"": [-0.6695419, 44.9062068]}";1109434529;0;;;1;33519;2019-04-04T00:00:00+02:00;2019-04-04T00:00:00+02:00
45.0111244,-0.5328799;"{""type"": ""Point"", ""coordinates"": [-0.5328799, 45.0111244]}";1109353221;0;;;8;33004;2017-07-20T00:00:00+02:00;2017-07-20T00:00:00+02:00
44.9109183,-0.6410564;"{""type"": ""Point"", ""coordinates"": [-0.6410564, 44.9109183]}";1108821451;0;;;5;33056;2014-07-29T00:00:00+02:00;2014-07-29T00:00:00+02:00
44.9010031,-0.6470886;"{""type"": ""Point"", ""coordinates"": [-0.6470886, 44.9010031]}";1109454871;0;;;4;33056;2019-07-18T00:00:00+02:00;2019-07-18T00:00:00+02:00
44.919094,-0.6312577;"{""type"": ""Point"", ""coordinates"": [-0.6312577, 44.919094]}";1109454845;0;;;3;33056;2019-07-18T00:00:00+02:00;2019-07-18T00:00:00+02:00
44.8989947,-0.6401538;"{""type"": ""Point"", ""coordinates"": [-0.6401538, 44.8989947]}";1109454872;0;;;5;33056;2019-07-18T00:00:00+02:00;2019-07-18T00:00:00+02:00
44.9146981,-0.6308214;"{""type"": ""Point"", ""coordinates"": [-0.6308214, 44.9146981]}";1109454867;0;;;3;33056;2019-07-18T00:00:00+02:00;2019-07-18T00:00:00+02:00
44.9094635,-0.6416845;"{""type"": ""Point"", ""coordinates"": [-0.6416845, 44.9094635]}";1109454868;0;;;3;33056;2019-07-18T00:00:00+02:00;2019-07-18T00:00:00+02:00
44.9187004,-0.6260794;"{""type"": ""Point"", ""coordinates"": [-0.6260794, 44.9187004]}";1109487492;0;;;4;33056;2020-03-03T00:00:00+01:00;2020-03-03T00:00:00+01:00
44.9097557,-0.6311885;"{""type"": ""Point"", ""coordinates"": [-0.6311885, 44.9097557]}";1109538573;0;;;3;33056;2020-11-30T00:00:00+01:00;2020-11-30T00:00:00+01:00
44.9189686,-0.6312583;"{""type"": ""Point"", ""coordinates"": [-0.6312583, 44.9189686]}";1109454846;0;;;3;33056;2019-07-18T00:00:00+02:00;2019-07-18T00:00:00+02:00
44.912076,-0.6290027;"{""type"": ""Point"", ""coordinates"": [-0.6290027, 44.912076]}";1109454864;0;;;7;33056;2019-07-18T00:00:00+02:00;2019-07-18T00:00:00+02:00
44.9563921,-0.4691486;"{""type"": ""Point"", ""coordinates"": [-0.4691486, 44.9563921]}";1109421758;0;;;4;33487;2019-02-04T00:00:00+01:00;2019-02-04T00:00:00+01:00
44.8077117,-0.6311898;"{""type"": ""Point"", ""coordinates"": [-0.6311898, 44.8077117]}";1108806863;0;;;2;33318;2014-04-15T00:00:00+02:00;2014-04-15T00:00:00+02:00
44.792499,-0.6813463;"{""type"": ""Point"", ""coordinates"": [-0.6813463, 44.792499]}";1109523179;0;;;4;33318;2020-07-29T00:00:00+02:00;2020-07-29T00:00:00+02:00
44.8074887,-0.6311103;"{""type"": ""Point"", ""coordinates"": [-0.6311103, 44.8074887]}";1108806811;0;;;2;33318;2014-04-15T00:00:00+02:00;2014-04-15T00:00:00+02:00
44.7983345,-0.6629138;"{""type"": ""Point"", ""coordinates"": [-0.6629138, 44.7983345]}";1109353291;0;;;5;33318;2017-07-20T00:00:00+02:00;2017-07-20T00:00:00+02:00
44.7983345,-0.6629138;"{""type"": ""Point"", ""coordinates"": [-0.6629138, 44.7983345]}";1109523161;0;;;5;33318;2020-07-29T00:00:00+02:00;2020-07-29T00:00:00+02:00
44.8379673,-0.6164032;"{""type"": ""Point"", ""coordinates"": [-0.6164032, 44.8379673]}";1109453673;0;;;3;33281;2019-07-18T00:00:00+02:00;2019-07-18T00:00:00+02:00
44.8563242,-0.6392552;"{""type"": ""Point"", ""coordinates"": [-0.6392552, 44.8563242]}";1108610873;0;;;2;33281;2013-05-22T00:00:00+02:00;2013-05-22T00:00:00+02:00
44.830107,-0.6396717;"{""type"": ""Point"", ""coordinates"": [-0.6396717, 44.830107]}";1109453257;0;;;4;33281;2019-07-18T00:00:00+02:00;2019-07-18T00:00:00+02:00
44.8418919,-0.6595486;"{""type"": ""Point"", ""coordinates"": [-0.6595486, 44.8418919]}";1109453413;0;;;3;33281;2019-07-18T00:00:00+02:00;2019-07-18T00:00:00+02:00
44.8443023,-0.6589191;"{""type"": ""Point"", ""coordinates"": [-0.6589191, 44.8443023]}";1109453347;0;;;5;33281;2019-07-18T00:00:00+02:00;2019-07-18T00:00:00+02:00
44.8155624,-0.70104;"{""type"": ""Point"", ""coordinates"": [-0.70104, 44.8155624]}";1109453549;0;;;2;33281;2019-07-18T00:00:00+02:00;2019-07-18T00:00:00+02:00
44.8419955,-0.6486219;"{""type"": ""Point"", ""coordinates"": [-0.6486219, 44.8419955]}";1109453381;0;;;5;33281;2019-07-18T00:00:00+02:00;2019-07-18T00:00:00+02:00
44.8361821,-0.6204406;"{""type"": ""Point"", ""coordinates"": [-0.6204406, 44.8361821]}";1109453663;0;;;5;33281;2019-07-18T00:00:00+02:00;2019-07-18T00:00:00+02:00
44.8423439,-0.6305675;"{""type"": ""Point"", ""coordinates"": [-0.6305675, 44.8423439]}";1109434467;0;;;4;33281;2019-04-04T00:00:00+02:00;2019-04-04T00:00:00+02:00
44.8411949,-0.661304;"{""type"": ""Point"", ""coordinates"": [-0.661304, 44.8411949]}";1109453419;0;;;3;33281;2019-07-18T00:00:00+02:00;2019-07-18T00:00:00+02:00
44.8246541,-0.6242589;"{""type"": ""Point"", ""coordinates"": [-0.6242589, 44.8246541]}";1109453431;0;;;2;33281;2019-07-18T00:00:00+02:00;2019-07-18T00:00:00+02:00
44.8359237,-0.6505247;"{""type"": ""Point"", ""coordinates"": [-0.6505247, 44.8359237]}";1109434359;0;;;4;33281;2019-04-04T00:00:00+02:00;2019-04-04T00:00:00+02:00
44.8455385,-0.6542419;"{""type"": ""Point"", ""coordinates"": [-0.6542419, 44.8455385]}";1109453315;0;;;5;33281;2019-07-18T00:00:00+02:00;2019-07-18T00:00:00+02:00
44.8549288,-0.6569041;"{""type"": ""Point"", ""coordinates"": [-0.6569041, 44.8549288]}";1109044926;0;;;1;33281;2014-12-15T00:00:00+01:00;2014-12-15T00:00:00+01:00
44.8375233,-0.6515152;"{""type"": ""Point"", ""coordinates"": [-0.6515152, 44.8375233]}";1109434291;0;;;5;33281;2019-04-04T00:00:00+02:00;2019-04-04T00:00:00+02:00
44.8414107,-0.6450708;"{""type"": ""Point"", ""coordinates"": [-0.6450708, 44.8414107]}";1109453345;0;;;1;33281;2019-07-18T00:00:00+02:00;2019-07-18T00:00:00+02:00
44.8569308,-0.6600543;"{""type"": ""Point"", ""coordinates"": [-0.6600543, 44.8569308]}";1109453709;0;;;15;33281;2019-07-18T00:00:00+02:00;2019-07-18T00:00:00+02:00
44.8183304,-0.6997666;"{""type"": ""Point"", ""coordinates"": [-0.6997666, 44.8183304]}";1109453719;0;;;3;33281;2019-07-18T00:00:00+02:00;2019-07-18T00:00:00+02:00
44.8351995,-0.6473319;"{""type"": ""Point"", ""coordinates"": [-0.6473319, 44.8351995]}";1109434117;0;;;3;33281;2019-04-04T00:00:00+02:00;2019-04-04T00:00:00+02:00
44.8949659,-0.7205932;"{""type"": ""Point"", ""coordinates"": [-0.7205932, 44.8949659]}";1109448080;0;;;2;33449;2019-06-28T00:00:00+02:00;2019-06-28T00:00:00+02:00
44.8946205,-0.7140773;"{""type"": ""Point"", ""coordinates"": [-0.7140773, 44.8946205]}";1109525251;0;;;3;33449;2020-07-29T00:00:00+02:00;2020-07-29T00:00:00+02:00
44.8920496,-0.7094403;"{""type"": ""Point"", ""coordinates"": [-0.7094403, 44.8920496]}";1109434349;0;;;3;33449;2019-04-04T00:00:00+02:00;2019-04-04T00:00:00+02:00
44.8942577,-0.7186235;"{""type"": ""Point"", ""coordinates"": [-0.7186235, 44.8942577]}";1109415693;0;;;2;33449;2018-12-05T00:00:00+01:00;2018-12-05T00:00:00+01:00
44.8943455,-0.7142595;"{""type"": ""Point"", ""coordinates"": [-0.7142595, 44.8943455]}";1109525252;0;;;3;33449;2020-07-29T00:00:00+02:00;2020-07-29T00:00:00+02:00
44.8932902,-0.7142035;"{""type"": ""Point"", ""coordinates"": [-0.7142035, 44.8932902]}";1109416505;0;;;4;33449;2018-12-13T00:00:00+01:00;2018-12-13T00:00:00+01:00
44.8956485,-0.7730205;"{""type"": ""Point"", ""coordinates"": [-0.7730205, 44.8956485]}";1109423281;0;;ARCEAU_VELO_CARGO;4;33449;2019-02-08T00:00:00+01:00;2019-02-08T00:00:00+01:00
44.8945145,-0.7131676;"{""type"": ""Point"", ""coordinates"": [-0.7131676, 44.8945145]}";1109525248;0;;;3;33449;2020-07-29T00:00:00+02:00;2020-07-29T00:00:00+02:00
44.8940479,-0.7146387;"{""type"": ""Point"", ""coordinates"": [-0.7146387, 44.8940479]}";1109525254;0;;;3;33449;2020-07-29T00:00:00+02:00;2020-07-29T00:00:00+02:00
44.8929021,-0.7157241;"{""type"": ""Point"", ""coordinates"": [-0.7157241, 44.8929021]}";1109393157;0;;;3;33449;2018-06-13T00:00:00+02:00;2018-06-13T00:00:00+02:00
44.8953858,-0.7173515;"{""type"": ""Point"", ""coordinates"": [-0.7173515, 44.8953858]}";1109434289;0;;;4;33449;2019-04-04T00:00:00+02:00;2019-04-04T00:00:00+02:00
44.8784808,-0.5707749;"{""type"": ""Point"", ""coordinates"": [-0.5707749, 44.8784808]}";1108806835;0;;;3;33063;2014-04-15T00:00:00+02:00;2014-04-15T00:00:00+02:00
44.8776603,-0.5710305;"{""type"": ""Point"", ""coordinates"": [-0.5710305, 44.8776603]}";1108806877;0;;;3;33063;2014-04-15T00:00:00+02:00;2014-04-15T00:00:00+02:00
44.8472446,-0.540091;"{""type"": ""Point"", ""coordinates"": [-0.540091, 44.8472446]}";1108641078;0;;;14;33063;2013-12-02T00:00:00+01:00;2013-12-02T00:00:00+01:00
44.8268042,-0.5648956;"{""type"": ""Point"", ""coordinates"": [-0.5648956, 44.8268042]}";1109169833;0;;;3;33063;2016-01-13T00:00:00+01:00;2016-01-13T00:00:00+01:00
44.8318255,-0.6108448;"{""type"": ""Point"", ""coordinates"": [-0.6108448, 44.8318255]}";1109170315;0;;;7;33063;2016-01-15T00:00:00+01:00;2016-01-15T00:00:00+01:00
44.8334453,-0.5654464;"{""type"": ""Point"", ""coordinates"": [-0.5654464, 44.8334453]}";1109353385;0;;;3;33063;2017-07-20T00:00:00+02:00;2017-07-20T00:00:00+02:00
44.8385457,-0.5719453;"{""type"": ""Point"", ""coordinates"": [-0.5719453, 44.8385457]}";1109353423;0;;;5;33063;2017-07-20T00:00:00+02:00;2017-07-20T00:00:00+02:00
44.8397389,-0.5599223;"{""type"": ""Point"", ""coordinates"": [-0.5599223, 44.8397389]}";1109353517;0;;;3;33063;2017-07-20T00:00:00+02:00;2017-07-20T00:00:00+02:00
44.8282196,-0.5976245;"{""type"": ""Point"", ""coordinates"": [-0.5976245, 44.8282196]}";1109366515;0;;;5;33063;2017-12-04T00:00:00+01:00;2017-12-04T00:00:00+01:00
44.8513608,-0.6090357;"{""type"": ""Point"", ""coordinates"": [-0.6090357, 44.8513608]}";1109036532;0;;;3;33063;2014-10-06T00:00:00+02:00;2014-10-06T00:00:00+02:00
44.8392781,-0.6117891;"{""type"": ""Point"", ""coordinates"": [-0.6117891, 44.8392781]}";1109376725;0;;;3;33063;2018-01-15T00:00:00+01:00;2018-01-15T00:00:00+01:00
44.8303279,-0.5756775;"{""type"": ""Point"", ""coordinates"": [-0.5756775, 44.8303279]}";1109366733;0;;;3;33063;2017-12-04T00:00:00+01:00;2017-12-04T00:00:00+01:00
44.8600997,-0.5642539;"{""type"": ""Point"", ""coordinates"": [-0.5642539, 44.8600997]}";1109376769;0;;;3;33063;2018-01-15T00:00:00+01:00;2018-01-15T00:00:00+01:00
44.8593884,-0.5654766;"{""type"": ""Point"", ""coordinates"": [-0.5654766, 44.8593884]}";1109376783;0;;;4;33063;2018-01-15T00:00:00+01:00;2018-01-15T00:00:00+01:00
44.8293917,-0.5907482;"{""type"": ""Point"", ""coordinates"": [-0.5907482, 44.8293917]}";1109389965;0;;;5;33063;2018-05-31T00:00:00+02:00;2018-05-31T00:00:00+02:00
44.8565692,-0.5620397;"{""type"": ""Point"", ""coordinates"": [-0.5620397, 44.8565692]}";1109393383;0;;;5;33063;2018-06-13T00:00:00+02:00;2018-06-13T00:00:00+02:00
44.8436255,-0.5787202;"{""type"": ""Point"", ""coordinates"": [-0.5787202, 44.8436255]}";1109393485;0;;;4;33063;2018-06-13T00:00:00+02:00;2018-06-13T00:00:00+02:00
44.8374568,-0.5889392;"{""type"": ""Point"", ""coordinates"": [-0.5889392, 44.8374568]}";1109393671;0;;;4;33063;2018-06-13T00:00:00+02:00;2018-06-13T00:00:00+02:00
44.8249557,-0.5762199;"{""type"": ""Point"", ""coordinates"": [-0.5762199, 44.8249557]}";1109387851;0;;ARCEAU_MOTO;2;33063;2018-04-30T00:00:00+02:00;2018-04-30T00:00:00+02:00
44.8431838,-0.5789784;"{""type"": ""Point"", ""coordinates"": [-0.5789784, 44.8431838]}";1109393233;0;;;1;33063;2018-06-13T00:00:00+02:00;2018-06-13T00:00:00+02:00
44.8331852,-0.5955597;"{""type"": ""Point"", ""coordinates"": [-0.5955597, 44.8331852]}";1109416254;0;;;6;33063;2018-12-11T00:00:00+01:00;2018-12-11T00:00:00+01:00
44.8305274,-0.5926515;"{""type"": ""Point"", ""coordinates"": [-0.5926515, 44.8305274]}";1109416926;0;;;4;33063;2018-12-14T00:00:00+01:00;2018-12-14T00:00:00+01:00
44.8496374,-0.6012565;"{""type"": ""Point"", ""coordinates"": [-0.6012565, 44.8496374]}";1109434113;0;;;10;33063;2019-04-04T00:00:00+02:00;2019-04-04T00:00:00+02:00
44.8572912,-0.6230807;"{""type"": ""Point"", ""coordinates"": [-0.6230807, 44.8572912]}";1109434177;0;;;6;33063;2019-04-04T00:00:00+02:00;2019-04-04T00:00:00+02:00
44.8576473,-0.6216808;"{""type"": ""Point"", ""coordinates"": [-0.6216808, 44.8576473]}";1109434193;0;;;20;33063;2019-04-04T00:00:00+02:00;2019-04-04T00:00:00+02:00
44.8299939,-0.5939854;"{""type"": ""Point"", ""coordinates"": [-0.5939854, 44.8299939]}";1109415517;0;;;3;33063;2018-11-30T00:00:00+01:00;2018-11-30T00:00:00+01:00
44.8317049,-0.5899243;"{""type"": ""Point"", ""coordinates"": [-0.5899243, 44.8317049]}";1109415522;0;;;5;33063;2018-11-30T00:00:00+01:00;2018-11-30T00:00:00+01:00
44.8401561,-0.5995531;"{""type"": ""Point"", ""coordinates"": [-0.5995531, 44.8401561]}";1109448778;0;;;1;33063;2019-07-02T00:00:00+02:00;2019-07-02T00:00:00+02:00
44.8381554,-0.5814372;"{""type"": ""Point"", ""coordinates"": [-0.5814372, 44.8381554]}";1109448620;0;;;4;33063;2019-07-02T00:00:00+02:00;2019-07-02T00:00:00+02:00
44.8524801,-0.5706037;"{""type"": ""Point"", ""coordinates"": [-0.5706037, 44.8524801]}";1109448674;0;;ARCEAU_MOTO;3;33063;2019-07-02T00:00:00+02:00;2019-07-02T00:00:00+02:00
44.8527766,-0.5584014;"{""type"": ""Point"", ""coordinates"": [-0.5584014, 44.8527766]}";1109448958;0;;;8;33063;2019-07-02T00:00:00+02:00;2019-07-02T00:00:00+02:00
44.8434254,-0.5893541;"{""type"": ""Point"", ""coordinates"": [-0.5893541, 44.8434254]}";1109448966;0;;;7;33063;2019-07-02T00:00:00+02:00;2019-07-02T00:00:00+02:00
44.856715,-0.5194549;"{""type"": ""Point"", ""coordinates"": [-0.5194549, 44.856715]}";1109442701;0;;;12;33119;2019-05-20T00:00:00+02:00;2019-05-20T00:00:00+02:00
44.8555389,-0.5352737;"{""type"": ""Point"", ""coordinates"": [-0.5352737, 44.8555389]}";1109434409;0;;;4;33119;2019-04-04T00:00:00+02:00;2019-04-04T00:00:00+02:00
44.8599043,-0.5149087;"{""type"": ""Point"", ""coordinates"": [-0.5149087, 44.8599043]}";1109542319;0;;;5;33119;2021-01-07T00:00:00+01:00;2021-01-07T00:00:00+01:00
44.8583603,-0.5220179;"{""type"": ""Point"", ""coordinates"": [-0.5220179, 44.8583603]}";1109538577;0;;;12;33119;2020-11-30T00:00:00+01:00;2020-11-30T00:00:00+01:00
44.852312,-0.5221623;"{""type"": ""Point"", ""coordinates"": [-0.5221623, 44.852312]}";1109542325;0;;ARCEAU_VELO_CARGO;5;33119;2021-01-07T00:00:00+01:00;2021-01-07T00:00:00+01:00
44.860023,-0.506592;"{""type"": ""Point"", ""coordinates"": [-0.506592, 44.860023]}";1109455395;0;;;2;33119;2019-07-26T00:00:00+02:00;2019-07-26T00:00:00+02:00
44.8553996,-0.5199713;"{""type"": ""Point"", ""coordinates"": [-0.5199713, 44.8553996]}";1109454816;0;;;4;33119;2019-07-18T00:00:00+02:00;2019-07-18T00:00:00+02:00
44.9139132,-0.5165813;"{""type"": ""Point"", ""coordinates"": [-0.5165813, 44.9139132]}";1109376701;0;;;3;33032;2018-01-15T00:00:00+01:00;2018-01-15T00:00:00+01:00
44.8964095,-0.5175461;"{""type"": ""Point"", ""coordinates"": [-0.5175461, 44.8964095]}";1109376793;0;;;5;33032;2018-01-15T00:00:00+01:00;2018-01-15T00:00:00+01:00
44.8204214,-0.5831035;"{""type"": ""Point"", ""coordinates"": [-0.5831035, 44.8204214]}";1109523327;0;;;3;33522;2020-07-29T00:00:00+02:00;2020-07-29T00:00:00+02:00
44.8058535,-0.5893622;"{""type"": ""Point"", ""coordinates"": [-0.5893622, 44.8058535]}";1109523277;0;;;4;33522;2020-07-29T00:00:00+02:00;2020-07-29T00:00:00+02:00
44.8114112,-0.5907778;"{""type"": ""Point"", ""coordinates"": [-0.5907778, 44.8114112]}";1109353305;0;;;8;33522;2017-07-20T00:00:00+02:00;2017-07-20T00:00:00+02:00
44.8125292,-0.5909612;"{""type"": ""Point"", ""coordinates"": [-0.5909612, 44.8125292]}";1109523295;0;;;5;33522;2020-07-29T00:00:00+02:00;2020-07-29T00:00:00+02:00
44.80813,-0.5811604;"{""type"": ""Point"", ""coordinates"": [-0.5811604, 44.80813]}";1109523309;0;;;3;33522;2020-07-29T00:00:00+02:00;2020-07-29T00:00:00+02:00
44.8626945,-0.4915076;"{""type"": ""Point"", ""coordinates"": [-0.4915076, 44.8626945]}";1109434169;0;;;4;33013;2019-04-04T00:00:00+02:00;2019-04-04T00:00:00+02:00
44.8670786,-0.4973103;"{""type"": ""Point"", ""coordinates"": [-0.4973103, 44.8670786]}";1109458877;0;;;5;33013;2019-09-17T00:00:00+02:00;2019-09-17T00:00:00+02:00
44.8622475,-0.4904504;"{""type"": ""Point"", ""coordinates"": [-0.4904504, 44.8622475]}";1109434175;0;;;3;33013;2019-04-04T00:00:00+02:00;2019-04-04T00:00:00+02:00
44.9118927,-0.7224421;"{""type"": ""Point"", ""coordinates"": [-0.7224421, 44.9118927]}";1109418993;0;;;3;33376;2019-01-18T00:00:00+01:00;2019-01-18T00:00:00+01:00
44.9101858,-0.737575;"{""type"": ""Point"", ""coordinates"": [-0.737575, 44.9101858]}";1109525263;0;;;5;33376;2020-07-29T00:00:00+02:00;2020-07-29T00:00:00+02:00
44.9127953,-0.7381183;"{""type"": ""Point"", ""coordinates"": [-0.7381183, 44.9127953]}";1109419094;0;;;5;33376;2019-01-22T00:00:00+01:00;2019-01-22T00:00:00+01:00
44.9181753,-0.7346189;"{""type"": ""Point"", ""coordinates"": [-0.7346189, 44.9181753]}";1109423273;0;;;3;33376;2019-02-08T00:00:00+01:00;2019-02-08T00:00:00+01:00
44.9118497,-0.7215162;"{""type"": ""Point"", ""coordinates"": [-0.7215162, 44.9118497]}";1109525260;0;;;4;33376;2020-07-29T00:00:00+02:00;2020-07-29T00:00:00+02:00
44.9459402,-0.6004252;"{""type"": ""Point"", ""coordinates"": [-0.6004252, 44.9459402]}";1109434547;0;;;2;33312;2019-04-04T00:00:00+02:00;2019-04-04T00:00:00+02:00
44.9416583,-0.6079584;"{""type"": ""Point"", ""coordinates"": [-0.6079584, 44.9416583]}";1109523047;0;;;6;33312;2020-07-29T00:00:00+02:00;2020-07-29T00:00:00+02:00
44.9469457,-0.6068464;"{""type"": ""Point"", ""coordinates"": [-0.6068464, 44.9469457]}";1109523049;0;;;4;33312;2020-07-29T00:00:00+02:00;2020-07-29T00:00:00+02:00
44.9030741,-0.6996761;"{""type"": ""Point"", ""coordinates"": [-0.6996761, 44.9030741]}";1109525269;0;;;3;33519;2020-07-29T00:00:00+02:00;2020-07-29T00:00:00+02:00
44.907208,-0.6934106;"{""type"": ""Point"", ""coordinates"": [-0.6934106, 44.907208]}";1109418981;0;;;2;33519;2019-01-18T00:00:00+01:00;2019-01-18T00:00:00+01:00
44.9053229,-0.6687549;"{""type"": ""Point"", ""coordinates"": [-0.6687549, 44.9053229]}";1109423303;0;;;4;33519;2019-02-08T00:00:00+01:00;2019-02-08T00:00:00+01:00
44.9048321,-0.6691679;"{""type"": ""Point"", ""coordinates"": [-0.6691679, 44.9048321]}";1109434515;0;;;2;33519;2019-04-04T00:00:00+02:00;2019-04-04T00:00:00+02:00
44.9089251,-0.668812;"{""type"": ""Point"", ""coordinates"": [-0.668812, 44.9089251]}";1109525272;0;;;4;33519;2020-07-29T00:00:00+02:00;2020-07-29T00:00:00+02:00
44.9097578,-0.6333571;"{""type"": ""Point"", ""coordinates"": [-0.6333571, 44.9097578]}";1109454856;0;;;3;33056;2019-07-18T00:00:00+02:00;2019-07-18T00:00:00+02:00
44.9078804,-0.6271517;"{""type"": ""Point"", ""coordinates"": [-0.6271517, 44.9078804]}";1109454852;0;;;4;33056;2019-07-18T00:00:00+02:00;2019-07-18T00:00:00+02:00
44.9089101,-0.6388132;"{""type"": ""Point"", ""coordinates"": [-0.6388132, 44.9089101]}";1109454853;0;;;4;33056;2019-07-18T00:00:00+02:00;2019-07-18T00:00:00+02:00
