Geo Point;Geo Shape;gid;geom_o;geom_err;typologie;nombre;insee;cdate;mdate
44.8273071,-0.6141784;"{""type"": ""Point"", ""coordinates"": [-0.6141784, 44.8273071]}";1109453667;0;;;4;33281;2019-07-18T00:00:00+02:00;2019-07-18T00:00:00+02:00
44.8524917,-0.6566024;"{""type"": ""Point"", ""coordinates"": [-0.6566024, 44.8524917]}";1109453713;0;;;5;33281;2019-07-18T00:00:00+02:00;2019-07-18T00:00:00+02:00
44.856111,-0.6475767;"{""type"": ""Point"", ""coordinates"": [-0.6475767, 44.856111]}";1108610871;0;;;2;33281;2013-05-22T00:00:00+02:00;2013-05-22T00:00:00+02:00
44.8406867,-0.6472365;"{""type"": ""Point"", ""coordinates"": [-0.6472365, 44.8406867]}";1109434329;0;;;3;33281;2019-04-04T00:00:00+02:00;2019-04-04T00:00:00+02:00
44.8414788,-0.6675161;"{""type"": ""Point"", ""coordinates"": [-0.6675161, 44.8414788]}";1109453261;0;;;2;33281;2019-07-18T00:00:00+02:00;2019-07-18T00:00:00+02:00
44.8423939,-0.6464667;"{""type"": ""Point"", ""coordinates"": [-0.6464667, 44.8423939]}";1109453277;0;;;3;33281;2019-07-18T00:00:00+02:00;2019-07-18T00:00:00+02:00
44.8264478,-0.6198134;"{""type"": ""Point"", ""coordinates"": [-0.6198134, 44.8264478]}";1109453433;0;;;4;33281;2019-07-18T00:00:00+02:00;2019-07-18T00:00:00+02:00
44.8224101,-0.6163768;"{""type"": ""Point"", ""coordinates"": [-0.6163768, 44.8224101]}";1109453651;0;;;2;33281;2019-07-18T00:00:00+02:00;2019-07-18T00:00:00+02:00
44.8359458,-0.6203809;"{""type"": ""Point"", ""coordinates"": [-0.6203809, 44.8359458]}";1109453671;0;;;2;33281;2019-07-18T00:00:00+02:00;2019-07-18T00:00:00+02:00
44.8451492,-0.6325981;"{""type"": ""Point"", ""coordinates"": [-0.6325981, 44.8451492]}";1109453685;0;;;4;33281;2019-07-18T00:00:00+02:00;2019-07-18T00:00:00+02:00
44.8520043,-0.6377944;"{""type"": ""Point"", ""coordinates"": [-0.6377944, 44.8520043]}";1108610881;0;;;2;33281;2013-05-22T00:00:00+02:00;2013-05-22T00:00:00+02:00
44.8512076,-0.6446034;"{""type"": ""Point"", ""coordinates"": [-0.6446034, 44.8512076]}";1108610891;0;;;3;33281;2013-05-22T00:00:00+02:00;2013-05-22T00:00:00+02:00
44.8428621,-0.6604461;"{""type"": ""Point"", ""coordinates"": [-0.6604461, 44.8428621]}";1109453313;0;;;5;33281;2019-07-18T00:00:00+02:00;2019-07-18T00:00:00+02:00
44.8292994,-0.6479672;"{""type"": ""Point"", ""coordinates"": [-0.6479672, 44.8292994]}";1109453325;0;;;2;33281;2019-07-18T00:00:00+02:00;2019-07-18T00:00:00+02:00
44.8416841,-0.6460026;"{""type"": ""Point"", ""coordinates"": [-0.6460026, 44.8416841]}";1109453349;0;;;2;33281;2019-07-18T00:00:00+02:00;2019-07-18T00:00:00+02:00
44.8437313,-0.6611335;"{""type"": ""Point"", ""coordinates"": [-0.6611335, 44.8437313]}";1109453393;0;;;5;33281;2019-07-18T00:00:00+02:00;2019-07-18T00:00:00+02:00
44.8385965,-0.6525633;"{""type"": ""Point"", ""coordinates"": [-0.6525633, 44.8385965]}";1109453443;0;;;4;33281;2019-07-18T00:00:00+02:00;2019-07-18T00:00:00+02:00
44.8386291,-0.6352751;"{""type"": ""Point"", ""coordinates"": [-0.6352751, 44.8386291]}";1109453679;0;;;2;33281;2019-07-18T00:00:00+02:00;2019-07-18T00:00:00+02:00
44.8377892,-0.6521714;"{""type"": ""Point"", ""coordinates"": [-0.6521714, 44.8377892]}";1109434345;0;;;2;33281;2019-04-04T00:00:00+02:00;2019-04-04T00:00:00+02:00
44.8328247,-0.6470537;"{""type"": ""Point"", ""coordinates"": [-0.6470537, 44.8328247]}";1109453321;0;;;2;33281;2019-07-18T00:00:00+02:00;2019-07-18T00:00:00+02:00
44.8415808,-0.6495598;"{""type"": ""Point"", ""coordinates"": [-0.6495598, 44.8415808]}";1109453383;0;;;5;33281;2019-07-18T00:00:00+02:00;2019-07-18T00:00:00+02:00
44.8416385,-0.6464311;"{""type"": ""Point"", ""coordinates"": [-0.6464311, 44.8416385]}";1109453385;0;;;5;33281;2019-07-18T00:00:00+02:00;2019-07-18T00:00:00+02:00
44.8480939,-0.6533456;"{""type"": ""Point"", ""coordinates"": [-0.6533456, 44.8480939]}";1109453701;0;;;4;33281;2019-07-18T00:00:00+02:00;2019-07-18T00:00:00+02:00
44.8140385,-0.6352424;"{""type"": ""Point"", ""coordinates"": [-0.6352424, 44.8140385]}";1108610851;0;;;2;33281;2013-05-22T00:00:00+02:00;2013-05-22T00:00:00+02:00
44.8517489,-0.6482052;"{""type"": ""Point"", ""coordinates"": [-0.6482052, 44.8517489]}";1108610883;0;;;3;33281;2013-05-22T00:00:00+02:00;2013-05-22T00:00:00+02:00
44.8510089,-0.6447742;"{""type"": ""Point"", ""coordinates"": [-0.6447742, 44.8510089]}";1108610893;0;;;3;33281;2013-05-22T00:00:00+02:00;2013-05-22T00:00:00+02:00
44.8300626,-0.6400198;"{""type"": ""Point"", ""coordinates"": [-0.6400198, 44.8300626]}";1109453309;0;;;4;33281;2019-07-18T00:00:00+02:00;2019-07-18T00:00:00+02:00
44.8422697,-0.6465004;"{""type"": ""Point"", ""coordinates"": [-0.6465004, 44.8422697]}";1109453369;0;;;2;33281;2019-07-18T00:00:00+02:00;2019-07-18T00:00:00+02:00
44.8169847,-0.6384594;"{""type"": ""Point"", ""coordinates"": [-0.6384594, 44.8169847]}";1109453689;0;;;5;33281;2019-07-18T00:00:00+02:00;2019-07-18T00:00:00+02:00
44.849763,-0.6561401;"{""type"": ""Point"", ""coordinates"": [-0.6561401, 44.849763]}";1109453711;0;;;5;33281;2019-07-18T00:00:00+02:00;2019-07-18T00:00:00+02:00
44.8231023,-0.654044;"{""type"": ""Point"", ""coordinates"": [-0.654044, 44.8231023]}";1109547626;0;;;4;33281;2021-01-26T00:00:00+01:00;2021-01-26T00:00:00+01:00
44.8260496,-0.638041;"{""type"": ""Point"", ""coordinates"": [-0.638041, 44.8260496]}";1109399249;0;;;3;33281;2018-07-17T00:00:00+02:00;2018-07-17T00:00:00+02:00
44.841267,-0.6467466;"{""type"": ""Point"", ""coordinates"": [-0.6467466, 44.841267]}";1109434121;0;;;3;33281;2019-04-04T00:00:00+02:00;2019-04-04T00:00:00+02:00
44.8431272,-0.6531827;"{""type"": ""Point"", ""coordinates"": [-0.6531827, 44.8431272]}";1109453387;0;;;4;33281;2019-07-18T00:00:00+02:00;2019-07-18T00:00:00+02:00
44.8252034,-0.6319496;"{""type"": ""Point"", ""coordinates"": [-0.6319496, 44.8252034]}";1109453463;0;;;3;33281;2019-07-18T00:00:00+02:00;2019-07-18T00:00:00+02:00
44.834715,-0.6363517;"{""type"": ""Point"", ""coordinates"": [-0.6363517, 44.834715]}";1109453533;0;;;1;33281;2019-07-18T00:00:00+02:00;2019-07-18T00:00:00+02:00
44.8359689,-0.6202059;"{""type"": ""Point"", ""coordinates"": [-0.6202059, 44.8359689]}";1109453669;0;;;3;33281;2019-07-18T00:00:00+02:00;2019-07-18T00:00:00+02:00
44.8511,-0.6444076;"{""type"": ""Point"", ""coordinates"": [-0.6444076, 44.8511]}";1109453699;0;;;2;33281;2019-07-18T00:00:00+02:00;2019-07-18T00:00:00+02:00
44.8162068,-0.6483172;"{""type"": ""Point"", ""coordinates"": [-0.6483172, 44.8162068]}";1109376753;0;;;4;33281;2018-01-15T00:00:00+01:00;2018-01-15T00:00:00+01:00
44.8422029,-0.6478354;"{""type"": ""Point"", ""coordinates"": [-0.6478354, 44.8422029]}";1109453389;0;;;19;33281;2019-07-18T00:00:00+02:00;2019-07-18T00:00:00+02:00
44.8245162,-0.6253134;"{""type"": ""Point"", ""coordinates"": [-0.6253134, 44.8245162]}";1109453409;0;;;2;33281;2019-07-18T00:00:00+02:00;2019-07-18T00:00:00+02:00
44.8269153,-0.6144666;"{""type"": ""Point"", ""coordinates"": [-0.6144666, 44.8269153]}";1109453665;0;;;4;33281;2019-07-18T00:00:00+02:00;2019-07-18T00:00:00+02:00
44.8565753,-0.6597074;"{""type"": ""Point"", ""coordinates"": [-0.6597074, 44.8565753]}";1109453705;0;;;5;33281;2019-07-18T00:00:00+02:00;2019-07-18T00:00:00+02:00
44.8255461,-0.6355788;"{""type"": ""Point"", ""coordinates"": [-0.6355788, 44.8255461]}";1109453517;0;;;2;33281;2019-07-18T00:00:00+02:00;2019-07-18T00:00:00+02:00
44.8211995,-0.6251753;"{""type"": ""Point"", ""coordinates"": [-0.6251753, 44.8211995]}";1109453521;0;;;1;33281;2019-07-18T00:00:00+02:00;2019-07-18T00:00:00+02:00
44.8602894,-0.6539486;"{""type"": ""Point"", ""coordinates"": [-0.6539486, 44.8602894]}";1109453545;0;;;2;33281;2019-07-18T00:00:00+02:00;2019-07-18T00:00:00+02:00
44.8954335,-0.7171195;"{""type"": ""Point"", ""coordinates"": [-0.7171195, 44.8954335]}";1109525245;0;;;2;33449;2020-07-29T00:00:00+02:00;2020-07-29T00:00:00+02:00
44.8957581,-0.7171477;"{""type"": ""Point"", ""coordinates"": [-0.7171477, 44.8957581]}";1109525244;0;;;4;33449;2020-07-29T00:00:00+02:00;2020-07-29T00:00:00+02:00
44.8938834,-0.7147238;"{""type"": ""Point"", ""coordinates"": [-0.7147238, 44.8938834]}";1109525255;0;;;6;33449;2020-07-29T00:00:00+02:00;2020-07-29T00:00:00+02:00
44.8949392,-0.7206003;"{""type"": ""Point"", ""coordinates"": [-0.7206003, 44.8949392]}";1109437606;0;;;2;33449;2019-05-03T00:00:00+02:00;2019-05-03T00:00:00+02:00
44.8949461,-0.7205512;"{""type"": ""Point"", ""coordinates"": [-0.7205512, 44.8949461]}";1109417243;0;;;2;33449;2018-12-19T00:00:00+01:00;2018-12-19T00:00:00+01:00
44.8918792,-0.7091113;"{""type"": ""Point"", ""coordinates"": [-0.7091113, 44.8918792]}";1109423776;0;;;4;33449;2019-02-13T00:00:00+01:00;2019-02-13T00:00:00+01:00
44.8926143,-0.7101823;"{""type"": ""Point"", ""coordinates"": [-0.7101823, 44.8926143]}";1109423777;0;;;5;33449;2019-02-13T00:00:00+01:00;2019-02-13T00:00:00+01:00
44.8938567,-0.7199662;"{""type"": ""Point"", ""coordinates"": [-0.7199662, 44.8938567]}";1109435278;0;;;8;33449;2019-04-11T00:00:00+02:00;2019-04-11T00:00:00+02:00
44.879924,-0.570686;"{""type"": ""Point"", ""coordinates"": [-0.570686, 44.879924]}";1108806867;0;;;2;33063;2014-04-15T00:00:00+02:00;2014-04-15T00:00:00+02:00
44.8324224,-0.5715225;"{""type"": ""Point"", ""coordinates"": [-0.5715225, 44.8324224]}";1109353449;0;;;2;33063;2017-07-20T00:00:00+02:00;2017-07-20T00:00:00+02:00
44.8527652,-0.5732687;"{""type"": ""Point"", ""coordinates"": [-0.5732687, 44.8527652]}";1109085172;0;;;4;33063;2015-03-11T00:00:00+01:00;2015-03-11T00:00:00+01:00
44.8293558,-0.5700181;"{""type"": ""Point"", ""coordinates"": [-0.5700181, 44.8293558]}";1109368017;0;;;2;33063;2017-12-11T00:00:00+01:00;2017-12-11T00:00:00+01:00
44.8187641,-0.566243;"{""type"": ""Point"", ""coordinates"": [-0.566243, 44.8187641]}";1109339300;0;;;4;33063;2017-03-09T00:00:00+01:00;2017-03-09T00:00:00+01:00
44.8152061,-0.5654937;"{""type"": ""Point"", ""coordinates"": [-0.5654937, 44.8152061]}";1109341788;0;;;4;33063;2017-04-07T00:00:00+02:00;2017-04-07T00:00:00+02:00
44.8301564,-0.5968037;"{""type"": ""Point"", ""coordinates"": [-0.5968037, 44.8301564]}";1109393309;0;;;8;33063;2018-06-13T00:00:00+02:00;2018-06-13T00:00:00+02:00
44.8634584,-0.5610901;"{""type"": ""Point"", ""coordinates"": [-0.5610901, 44.8634584]}";1109409996;0;;;4;33063;2018-10-24T00:00:00+02:00;2018-10-24T00:00:00+02:00
44.8523025,-0.5947109;"{""type"": ""Point"", ""coordinates"": [-0.5947109, 44.8523025]}";1109393673;0;;;3;33063;2018-06-13T00:00:00+02:00;2018-06-13T00:00:00+02:00
44.8508834,-0.595493;"{""type"": ""Point"", ""coordinates"": [-0.595493, 44.8508834]}";1109393679;0;;;5;33063;2018-06-13T00:00:00+02:00;2018-06-13T00:00:00+02:00
44.8349802,-0.5765341;"{""type"": ""Point"", ""coordinates"": [-0.5765341, 44.8349802]}";1109399255;0;;;5;33063;2018-07-17T00:00:00+02:00;2018-07-17T00:00:00+02:00
44.8323884,-0.5604666;"{""type"": ""Point"", ""coordinates"": [-0.5604666, 44.8323884]}";1109392995;0;;;6;33063;2018-06-13T00:00:00+02:00;2018-06-13T00:00:00+02:00
44.8273525,-0.5925018;"{""type"": ""Point"", ""coordinates"": [-0.5925018, 44.8273525]}";1109393033;0;;;5;33063;2018-06-13T00:00:00+02:00;2018-06-13T00:00:00+02:00
44.8533853,-0.5670413;"{""type"": ""Point"", ""coordinates"": [-0.5670413, 44.8533853]}";1109393087;0;;;7;33063;2018-06-13T00:00:00+02:00;2018-06-13T00:00:00+02:00
44.8425896,-0.5793322;"{""type"": ""Point"", ""coordinates"": [-0.5793322, 44.8425896]}";1109393229;0;;;2;33063;2018-06-13T00:00:00+02:00;2018-06-13T00:00:00+02:00
44.8440065,-0.5784782;"{""type"": ""Point"", ""coordinates"": [-0.5784782, 44.8440065]}";1109393239;0;;ARCEAU_MOTO;1;33063;2018-06-13T00:00:00+02:00;2018-06-13T00:00:00+02:00
44.8271234,-0.5583319;"{""type"": ""Point"", ""coordinates"": [-0.5583319, 44.8271234]}";1109434327;0;;;3;33063;2019-04-04T00:00:00+02:00;2019-04-04T00:00:00+02:00
44.8478785,-0.5646288;"{""type"": ""Point"", ""coordinates"": [-0.5646288, 44.8478785]}";1109448970;0;;;5;33063;2019-07-02T00:00:00+02:00;2019-07-02T00:00:00+02:00
44.7710299,-0.5411818;"{""type"": ""Point"", ""coordinates"": [-0.5411818, 44.7710299]}";1109393425;0;;;3;33550;2018-06-13T00:00:00+02:00;2018-06-13T00:00:00+02:00
44.7726244,-0.6136086;"{""type"": ""Point"", ""coordinates"": [-0.6136086, 44.7726244]}";1109523339;0;;;3;33192;2020-07-29T00:00:00+02:00;2020-07-29T00:00:00+02:00
44.764359,-0.6201973;"{""type"": ""Point"", ""coordinates"": [-0.6201973, 44.764359]}";1108806777;0;;ARCEAU_MOTO;2;33192;2014-04-15T00:00:00+02:00;2014-04-15T00:00:00+02:00
44.7776783,-0.6076095;"{""type"": ""Point"", ""coordinates"": [-0.6076095, 44.7776783]}";1109523019;0;;;3;33192;2020-07-29T00:00:00+02:00;2020-07-29T00:00:00+02:00
44.7744107,-0.6125989;"{""type"": ""Point"", ""coordinates"": [-0.6125989, 44.7744107]}";1109523337;0;;;3;33192;2020-07-29T00:00:00+02:00;2020-07-29T00:00:00+02:00
44.7726874,-0.6138779;"{""type"": ""Point"", ""coordinates"": [-0.6138779, 44.7726874]}";1109522999;0;;;2;33192;2020-07-29T00:00:00+02:00;2020-07-29T00:00:00+02:00
44.7735007,-0.6148808;"{""type"": ""Point"", ""coordinates"": [-0.6148808, 44.7735007]}";1109523017;0;;;3;33192;2020-07-29T00:00:00+02:00;2020-07-29T00:00:00+02:00
44.778233,-0.6093467;"{""type"": ""Point"", ""coordinates"": [-0.6093467, 44.778233]}";1109523013;0;;;2;33192;2020-07-29T00:00:00+02:00;2020-07-29T00:00:00+02:00
44.7733508,-0.6152995;"{""type"": ""Point"", ""coordinates"": [-0.6152995, 44.7733508]}";1109523007;0;;;6;33192;2020-07-29T00:00:00+02:00;2020-07-29T00:00:00+02:00
44.805145,-0.631628;"{""type"": ""Point"", ""coordinates"": [-0.631628, 44.805145]}";1109522975;0;;;7;33318;2020-07-29T00:00:00+02:00;2020-07-29T00:00:00+02:00
44.8024004,-0.6474275;"{""type"": ""Point"", ""coordinates"": [-0.6474275, 44.8024004]}";1109523129;0;;;2;33318;2020-07-29T00:00:00+02:00;2020-07-29T00:00:00+02:00
44.8063482,-0.630981;"{""type"": ""Point"", ""coordinates"": [-0.630981, 44.8063482]}";1108806797;0;;;4;33318;2014-04-15T00:00:00+02:00;2014-04-15T00:00:00+02:00
44.8017169,-0.6313998;"{""type"": ""Point"", ""coordinates"": [-0.6313998, 44.8017169]}";1109523107;0;;;3;33318;2020-07-29T00:00:00+02:00;2020-07-29T00:00:00+02:00
44.8065426,-0.6279501;"{""type"": ""Point"", ""coordinates"": [-0.6279501, 44.8065426]}";1109505736;0;;;4;33318;2020-06-08T00:00:00+02:00;2020-06-08T00:00:00+02:00
44.8114878,-0.6293331;"{""type"": ""Point"", ""coordinates"": [-0.6293331, 44.8114878]}";1109523059;0;;;2;33318;2020-07-29T00:00:00+02:00;2020-07-29T00:00:00+02:00
44.7967419,-0.689551;"{""type"": ""Point"", ""coordinates"": [-0.689551, 44.7967419]}";1109523159;0;;;2;33318;2020-07-29T00:00:00+02:00;2020-07-29T00:00:00+02:00
44.8143789,-0.6347927;"{""type"": ""Point"", ""coordinates"": [-0.6347927, 44.8143789]}";1109453541;0;;;2;33318;2019-07-18T00:00:00+02:00;2019-07-18T00:00:00+02:00
44.8041518,-0.6331687;"{""type"": ""Point"", ""coordinates"": [-0.6331687, 44.8041518]}";1109522987;0;;;8;33318;2020-07-29T00:00:00+02:00;2020-07-29T00:00:00+02:00
44.8041396,-0.6231096;"{""type"": ""Point"", ""coordinates"": [-0.6231096, 44.8041396]}";1109523097;0;;;2;33318;2020-07-29T00:00:00+02:00;2020-07-29T00:00:00+02:00
44.7999407,-0.6347303;"{""type"": ""Point"", ""coordinates"": [-0.6347303, 44.7999407]}";1109523099;0;;;5;33318;2020-07-29T00:00:00+02:00;2020-07-29T00:00:00+02:00
44.7991539,-0.6192746;"{""type"": ""Point"", ""coordinates"": [-0.6192746, 44.7991539]}";1109523103;0;;;3;33318;2020-07-29T00:00:00+02:00;2020-07-29T00:00:00+02:00
44.8019384,-0.6477127;"{""type"": ""Point"", ""coordinates"": [-0.6477127, 44.8019384]}";1109523123;0;;;4;33318;2020-07-29T00:00:00+02:00;2020-07-29T00:00:00+02:00
44.7928164,-0.6907309;"{""type"": ""Point"", ""coordinates"": [-0.6907309, 44.7928164]}";1109523163;0;;;2;33318;2020-07-29T00:00:00+02:00;2020-07-29T00:00:00+02:00
44.7959497,-0.6672009;"{""type"": ""Point"", ""coordinates"": [-0.6672009, 44.7959497]}";1109393631;0;;;5;33318;2018-06-13T00:00:00+02:00;2018-06-13T00:00:00+02:00
44.8024212,-0.6478684;"{""type"": ""Point"", ""coordinates"": [-0.6478684, 44.8024212]}";1109393643;0;;;2;33318;2018-06-13T00:00:00+02:00;2018-06-13T00:00:00+02:00
44.7911484,-0.628665;"{""type"": ""Point"", ""coordinates"": [-0.628665, 44.7911484]}";1109523091;0;;;3;33318;2020-07-29T00:00:00+02:00;2020-07-29T00:00:00+02:00
44.8044235,-0.6328288;"{""type"": ""Point"", ""coordinates"": [-0.6328288, 44.8044235]}";1108806781;0;;;5;33318;2014-04-15T00:00:00+02:00;2014-04-15T00:00:00+02:00
44.7998448,-0.6610695;"{""type"": ""Point"", ""coordinates"": [-0.6610695, 44.7998448]}";1109393569;0;;;2;33318;2018-06-13T00:00:00+02:00;2018-06-13T00:00:00+02:00
44.7996488,-0.6464607;"{""type"": ""Point"", ""coordinates"": [-0.6464607, 44.7996488]}";1109523113;0;;;1;33318;2020-07-29T00:00:00+02:00;2020-07-29T00:00:00+02:00
44.8004025,-0.6854832;"{""type"": ""Point"", ""coordinates"": [-0.6854832, 44.8004025]}";1109523181;0;;;8;33318;2020-07-29T00:00:00+02:00;2020-07-29T00:00:00+02:00
44.8284384,-0.6669066;"{""type"": ""Point"", ""coordinates"": [-0.6669066, 44.8284384]}";1109453285;0;;;4;33281;2019-07-18T00:00:00+02:00;2019-07-18T00:00:00+02:00
44.8396448,-0.6479107;"{""type"": ""Point"", ""coordinates"": [-0.6479107, 44.8396448]}";1109453585;0;;;6;33281;2019-07-18T00:00:00+02:00;2019-07-18T00:00:00+02:00
44.873793,-0.7039459;"{""type"": ""Point"", ""coordinates"": [-0.7039459, 44.873793]}";1109424438;0;;;5;33449;2019-02-18T00:00:00+01:00;2019-02-18T00:00:00+01:00
44.8738244,-0.7038913;"{""type"": ""Point"", ""coordinates"": [-0.7038913, 44.8738244]}";1109525242;0;;;5;33449;2020-07-29T00:00:00+02:00;2020-07-29T00:00:00+02:00
44.8924262,-0.7099719;"{""type"": ""Point"", ""coordinates"": [-0.7099719, 44.8924262]}";1109434363;0;;;3;33449;2019-04-04T00:00:00+02:00;2019-04-04T00:00:00+02:00
44.8953159,-0.7124804;"{""type"": ""Point"", ""coordinates"": [-0.7124804, 44.8953159]}";1109525243;0;;;5;33449;2020-07-29T00:00:00+02:00;2020-07-29T00:00:00+02:00
44.8939274,-0.7152641;"{""type"": ""Point"", ""coordinates"": [-0.7152641, 44.8939274]}";1109525256;0;;;7;33449;2020-07-29T00:00:00+02:00;2020-07-29T00:00:00+02:00
44.8947734,-0.713974;"{""type"": ""Point"", ""coordinates"": [-0.713974, 44.8947734]}";1109525250;0;;;3;33449;2020-07-29T00:00:00+02:00;2020-07-29T00:00:00+02:00
44.888089,-0.7013948;"{""type"": ""Point"", ""coordinates"": [-0.7013948, 44.888089]}";1109393149;0;;;5;33449;2018-06-13T00:00:00+02:00;2018-06-13T00:00:00+02:00
44.8992861,-0.744223;"{""type"": ""Point"", ""coordinates"": [-0.744223, 44.8992861]}";1109448079;0;;;5;33449;2019-06-28T00:00:00+02:00;2019-06-28T00:00:00+02:00
44.8928451,-0.717639;"{""type"": ""Point"", ""coordinates"": [-0.717639, 44.8928451]}";1109525247;0;;;8;33449;2020-07-29T00:00:00+02:00;2020-07-29T00:00:00+02:00
44.8807981,-0.572729;"{""type"": ""Point"", ""coordinates"": [-0.572729, 44.8807981]}";1108806837;0;;;6;33063;2014-04-15T00:00:00+02:00;2014-04-15T00:00:00+02:00
44.8801229,-0.5702815;"{""type"": ""Point"", ""coordinates"": [-0.5702815, 44.8801229]}";1108806741;0;;;3;33063;2014-04-15T00:00:00+02:00;2014-04-15T00:00:00+02:00
44.8258746,-0.5846852;"{""type"": ""Point"", ""coordinates"": [-0.5846852, 44.8258746]}";1109353395;0;;;3;33063;2017-07-20T00:00:00+02:00;2017-07-20T00:00:00+02:00
44.8557447,-0.5668893;"{""type"": ""Point"", ""coordinates"": [-0.5668893, 44.8557447]}";1109353465;0;;;2;33063;2017-07-20T00:00:00+02:00;2017-07-20T00:00:00+02:00
44.8400815,-0.5593615;"{""type"": ""Point"", ""coordinates"": [-0.5593615, 44.8400815]}";1109353521;0;;;3;33063;2017-07-20T00:00:00+02:00;2017-07-20T00:00:00+02:00
44.827316,-0.6016751;"{""type"": ""Point"", ""coordinates"": [-0.6016751, 44.827316]}";1109327937;0;;;7;33063;2017-01-06T00:00:00+01:00;2017-01-06T00:00:00+01:00
44.8302878,-0.5750483;"{""type"": ""Point"", ""coordinates"": [-0.5750483, 44.8302878]}";1109366735;0;;;4;33063;2017-12-04T00:00:00+01:00;2017-12-04T00:00:00+01:00
44.8564287,-0.5613722;"{""type"": ""Point"", ""coordinates"": [-0.5613722, 44.8564287]}";1109376795;0;;;3;33063;2018-01-15T00:00:00+01:00;2018-01-15T00:00:00+01:00
44.8366851,-0.5707169;"{""type"": ""Point"", ""coordinates"": [-0.5707169, 44.8366851]}";1109339301;0;;ARCEAU_MOTO;2;33063;2017-03-09T00:00:00+01:00;2017-03-09T00:00:00+01:00
44.8333431,-0.5800429;"{""type"": ""Point"", ""coordinates"": [-0.5800429, 44.8333431]}";1109353343;0;;;4;33063;2017-07-20T00:00:00+02:00;2017-07-20T00:00:00+02:00
44.8244765,-0.570292;"{""type"": ""Point"", ""coordinates"": [-0.570292, 44.8244765]}";1109399279;0;;;2;33063;2018-07-17T00:00:00+02:00;2018-07-17T00:00:00+02:00
44.8557061,-0.5714375;"{""type"": ""Point"", ""coordinates"": [-0.5714375, 44.8557061]}";1109393439;0;;;4;33063;2018-06-13T00:00:00+02:00;2018-06-13T00:00:00+02:00
44.8406731,-0.5807568;"{""type"": ""Point"", ""coordinates"": [-0.5807568, 44.8406731]}";1109393507;0;;;6;33063;2018-06-13T00:00:00+02:00;2018-06-13T00:00:00+02:00
44.8540857,-0.5656132;"{""type"": ""Point"", ""coordinates"": [-0.5656132, 44.8540857]}";1109393515;0;;;7;33063;2018-06-13T00:00:00+02:00;2018-06-13T00:00:00+02:00
44.8438951,-0.570468;"{""type"": ""Point"", ""coordinates"": [-0.570468, 44.8438951]}";1109393517;0;;;3;33063;2018-06-13T00:00:00+02:00;2018-06-13T00:00:00+02:00
44.8515229,-0.5685356;"{""type"": ""Point"", ""coordinates"": [-0.5685356, 44.8515229]}";1109393527;0;;;2;33063;2018-06-13T00:00:00+02:00;2018-06-13T00:00:00+02:00
44.8373638,-0.5872593;"{""type"": ""Point"", ""coordinates"": [-0.5872593, 44.8373638]}";1109393567;0;;;15;33063;2018-06-13T00:00:00+02:00;2018-06-13T00:00:00+02:00
44.8239709,-0.5703356;"{""type"": ""Point"", ""coordinates"": [-0.5703356, 44.8239709]}";1109393583;0;;;4;33063;2018-06-13T00:00:00+02:00;2018-06-13T00:00:00+02:00
44.8396276,-0.6063612;"{""type"": ""Point"", ""coordinates"": [-0.6063612, 44.8396276]}";1109376857;0;;;3;33063;2018-01-15T00:00:00+01:00;2018-01-15T00:00:00+01:00
44.8366394,-0.5798379;"{""type"": ""Point"", ""coordinates"": [-0.5798379, 44.8366394]}";1109376863;0;;;7;33063;2018-01-15T00:00:00+01:00;2018-01-15T00:00:00+01:00
44.8415917,-0.5757831;"{""type"": ""Point"", ""coordinates"": [-0.5757831, 44.8415917]}";1109376873;0;;;4;33063;2018-01-15T00:00:00+01:00;2018-01-15T00:00:00+01:00
44.8258842,-0.5620639;"{""type"": ""Point"", ""coordinates"": [-0.5620639, 44.8258842]}";1109376885;0;;;5;33063;2018-01-15T00:00:00+01:00;2018-01-15T00:00:00+01:00
44.8331605,-0.5984096;"{""type"": ""Point"", ""coordinates"": [-0.5984096, 44.8331605]}";1109393107;0;;;12;33063;2018-06-13T00:00:00+02:00;2018-06-13T00:00:00+02:00
44.8656229,-0.5748393;"{""type"": ""Point"", ""coordinates"": [-0.5748393, 44.8656229]}";1109393111;0;;;3;33063;2018-06-13T00:00:00+02:00;2018-06-13T00:00:00+02:00
44.8423078,-0.5795021;"{""type"": ""Point"", ""coordinates"": [-0.5795021, 44.8423078]}";1109393227;0;;ARCEAU_MOTO;1;33063;2018-06-13T00:00:00+02:00;2018-06-13T00:00:00+02:00
44.8225111,-0.5810051;"{""type"": ""Point"", ""coordinates"": [-0.5810051, 44.8225111]}";1109416237;0;;;6;33063;2018-12-11T00:00:00+01:00;2018-12-11T00:00:00+01:00
44.8314322,-0.5934451;"{""type"": ""Point"", ""coordinates"": [-0.5934451, 44.8314322]}";1109417087;0;;;2;33063;2018-12-18T00:00:00+01:00;2018-12-18T00:00:00+01:00
44.8325468,-0.5905573;"{""type"": ""Point"", ""coordinates"": [-0.5905573, 44.8325468]}";1109413061;0;;;5;33063;2018-11-06T00:00:00+01:00;2018-11-06T00:00:00+01:00
44.8306335,-0.5611722;"{""type"": ""Point"", ""coordinates"": [-0.5611722, 44.8306335]}";1109448730;0;;;3;33063;2019-07-02T00:00:00+02:00;2019-07-02T00:00:00+02:00
